ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
2863,8,no,200,58,22,30,3,pre-paid,not-active,30,191.64,yes
2864,24,no,100,229,68,45,3,post-paid,active,30,898.56,yes
2865,3,no,50,31,497,21,3,pre-paid,active,30,2124.84,yes
2866,8,no,200,186,164,43,2,pre-paid,active,25,1456.47,yes
2867,2,no,100,90,200,39,3,pre-paid,active,30,1075.4,yes
2868,0,no,100,18,14,24,2,pre-paid,not-active,25,116.46,yes
2869,1,no,100,18,27,21,2,pre-paid,not-active,25,167.535,yes
2870,0,yes,400,4,14,13,2,pre-paid,not-active,25,76.455,no
2871,2,no,50,131,398,56,2,pre-paid,active,25,2148.03,yes
2872,6,no,100,158,25,60,3,pre-paid,active,30,576.72,yes
2873,7,no,200,79,122,50,2,pre-paid,active,25,868.14,yes
2874,22,no,100,51,30,30,2,pre-paid,not-active,25,193.545,no
2875,20,no,100,97,15,55,4,pre-paid,active,45,308.175,yes
2876,12,no,100,102,40,37,2,pre-paid,active,25,459.675,yes
2877,0,no,50,26,14,27,3,pre-paid,active,30,182.44,yes
2878,8,no,100,45,23,29,2,pre-paid,not-active,25,253.35,no
2879,8,yes,100,48,48,44,3,pre-paid,not-active,30,296.44,no
2880,0,no,400,6,14,15,3,pre-paid,not-active,30,73.36,no
2881,0,no,50,29,14,19,3,pre-paid,active,30,135.68,yes
2882,2,no,100,101,28,35,4,pre-paid,active,45,249.525,yes
2883,0,no,200,11,23,17,4,pre-paid,not-active,45,80.85,no
2884,0,no,100,8,18,15,5,pre-paid,active,55,36.615,yes
2885,24,no,50,242,14,93,2,pre-paid,active,25,810.54,yes
2886,5,no,100,120,285,46,2,post-paid,active,25,1614.6,yes
2887,1,no,50,86,16,41,2,pre-paid,active,25,256.455,yes
2888,2,yes,100,48,52,33,3,pre-paid,not-active,30,288.32,no
2889,5,no,100,57,189,36,2,pre-paid,active,25,991.44,yes
2890,3,no,400,40,207,24,2,post-paid,active,25,1005.75,yes
2891,3,no,100,43,44,81,4,pre-paid,active,45,157.65,yes
2892,10,no,50,29,24,20,2,pre-paid,not-active,25,154.08,yes
2893,0,no,200,14,35,16,4,pre-paid,not-active,45,115.85,yes
2894,9,no,100,36,33,26,2,pre-paid,active,25,218.52,yes
2895,1,no,100,65,22,36,3,pre-paid,active,30,231.4,yes
2896,1,no,100,30,42,27,2,pre-paid,active,25,279.9,yes
2897,15,no,20,145,99,55,1,post-paid,active,15,920.315,yes
2898,11,no,100,175,87,53,4,pre-paid,active,45,452.575,yes
2899,7,no,100,49,45,32,3,pre-paid,active,30,307.88,yes
2900,1,no,400,44,229,23,3,pre-paid,active,30,1105.16,yes
2901,2,yes,50,23,14,20,3,pre-paid,active,30,128.24,no
2902,0,no,100,55,0,10,2,pre-paid,active,25,158.4,yes
2903,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
2904,1,no,100,44,331,7,2,pre-paid,active,25,1561.14,yes
2905,1,no,20,50,0,18,1,pre-paid,active,15,183.865,yes
2906,0,no,200,42,0,16,1,pre-paid,active,15,84.15,yes
2907,2,no,50,66,4,11,2,pre-paid,active,25,150.12,yes
2908,0,no,100,23,257,1,3,pre-paid,active,30,1087.12,yes
2909,4,no,50,105,116,26,3,pre-paid,active,30,796.6,yes
2910,0,no,400,153,0,27,3,pre-paid,active,30,520.84,yes
2911,0,no,20,67,0,8,3,pre-paid,active,30,147.08,yes
2912,0,no,100,79,0,13,2,pre-paid,active,25,229.14,yes
2913,0,no,200,38,0,4,3,pre-paid,not-active,30,54.84,yes
2914,16,no,100,209,26,15,3,pre-paid,active,30,681.76,yes
2915,0,no,50,11,455,5,3,pre-paid,active,30,1908.04,yes
2916,0,no,200,166,122,13,2,pre-paid,active,25,1212.57,yes
2917,0,no,50,70,158,9,3,pre-paid,active,30,858.6,yes
2918,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2919,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2920,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2921,0,no,50,111,356,26,2,pre-paid,active,25,1904.13,yes
2922,0,no,50,138,0,30,3,pre-paid,active,30,427.92,yes
2923,0,no,200,59,80,20,2,pre-paid,active,25,624.24,yes
2924,7,no,100,2,0,1,2,pre-paid,not-active,25,2.34,no
2925,12,no,50,77,0,25,4,pre-paid,active,45,240.175,yes
2926,4,no,200,82,0,7,2,pre-paid,active,25,224.775,no
2927,0,no,100,6,0,2,3,pre-paid,active,30,77.64,yes
2928,0,no,100,25,0,9,2,pre-paid,not-active,25,94.95,no
2929,0,yes,50,28,6,14,3,pre-paid,not-active,30,79.64,no
2930,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2931,0,no,50,0,0,0,3,pre-paid,active,30,0,yes
2932,0,no,50,81,0,5,4,pre-paid,active,45,149.025,yes
2933,0,yes,200,0,0,0,4,pre-paid,not-active,45,0,no
2934,0,no,100,0,0,0,4,pre-paid,active,45,0,yes
2935,16,no,50,222,0,63,2,pre-paid,active,25,692.64,yes
2936,0,no,100,100,243,16,2,post-paid,active,25,1370.7,yes
2937,0,no,50,66,0,11,2,pre-paid,active,25,129.555,yes
2938,0,no,100,28,10,3,3,pre-paid,not-active,30,71.52,yes
2939,0,no,50,37,147,6,2,pre-paid,active,25,747.54,yes
2940,0,no,400,20,165,8,2,post-paid,active,25,829.035,yes
2941,0,no,20,23,2,51,4,pre-paid,active,45,22.15,yes
2942,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2943,0,no,200,0,0,0,4,pre-paid,not-active,45,0,yes
2944,0,no,100,0,0,0,2,pre-paid,active,25,0,yes
2945,0,no,100,45,0,6,3,pre-paid,active,30,94.6,yes
2946,0,no,200,0,0,0,2,pre-paid,active,25,0,yes
2947,7,no,50,125,57,25,1,post-paid,active,15,622.215,yes
2948,3,no,100,155,45,23,4,pre-paid,active,45,317.075,yes
2949,0,no,100,29,3,2,3,pre-paid,active,30,91.08,yes
2950,0,no,400,24,187,21,3,pre-paid,active,30,888.36,yes
2951,0,no,50,0,0,0,2,pre-paid,active,25,0,no
2952,3,no,100,71,30,19,3,pre-paid,active,30,290.04,yes
2953,0,no,200,5,32,6,3,pre-paid,not-active,30,133.32,yes
2954,5,no,100,60,384,26,3,pre-paid,active,30,1628.92,yes
2955,5,no,50,66,26,37,1,pre-paid,active,15,367.07,yes
2956,0,no,100,58,27,35,2,pre-paid,active,25,223.245,yes
2957,6,no,100,82,57,30,3,pre-paid,active,30,374.68,yes
2958,0,no,100,39,310,20,3,pre-paid,active,30,1328.36,yes
2959,8,no,100,121,169,45,3,pre-paid,active,30,1037.84,yes
2960,2,no,400,169,25,46,3,pre-paid,active,30,650.08,yes
2961,2,no,20,83,27,27,3,pre-paid,active,30,284.32,yes
2962,1,no,50,95,32,14,3,pre-paid,active,30,360.92,yes
2963,4,no,200,54,33,19,3,pre-paid,not-active,30,216.08,yes
2964,20,no,100,225,79,34,3,pre-paid,active,30,923,yes
2965,0,no,100,27,508,10,3,pre-paid,active,30,2149.28,yes
2966,4,no,200,182,175,32,2,pre-paid,active,25,1483.965,yes
2967,0,no,50,86,211,28,3,pre-paid,active,30,1099.84,yes
2968,0,no,100,14,25,13,2,pre-paid,not-active,25,143.955,yes
2969,0,no,100,14,38,10,3,pre-paid,not-active,30,173.36,yes
2970,0,no,400,0,25,0,2,pre-paid,not-active,25,112.5,no
2971,0,no,20,127,409,45,3,pre-paid,active,30,1933.8,yes
2972,2,no,50,154,36,49,4,pre-paid,active,45,375.725,yes
2973,3,no,200,75,133,39,2,pre-paid,active,25,895.635,yes
2974,18,no,100,47,41,19,3,pre-paid,not-active,30,196.48,no
2975,16,no,50,93,26,44,5,post-paid,active,55,194.07,yes
2976,8,yes,200,98,51,26,2,pre-paid,active,25,487.17,no
2977,0,no,50,22,25,16,3,pre-paid,active,30,206.88,yes
2978,4,yes,100,41,34,18,3,pre-paid,not-active,30,249.64,no
2979,4,no,100,44,59,33,3,pre-paid,not-active,30,320.88,no
2980,0,no,400,0,25,0,3,pre-paid,not-active,30,100,no
2981,0,no,100,25,25,8,4,pre-paid,active,45,100.075,yes
2982,0,no,50,97,39,24,5,pre-paid,active,55,158.88,yes
2983,0,no,200,7,34,6,4,pre-paid,not-active,45,96.125,no
2984,0,no,100,4,29,4,5,pre-paid,active,55,45.78,yes
2985,20,no,50,238,25,82,2,pre-paid,active,25,838.035,yes
2986,1,no,200,116,296,35,2,post-paid,active,25,1642.095,yes
2987,0,no,50,82,27,30,3,pre-paid,active,30,252.4,yes
2988,0,no,100,44,63,22,3,pre-paid,not-active,30,312.76,yes
2989,1,no,100,53,200,25,2,pre-paid,active,25,1018.935,yes
2990,0,no,400,36,218,13,2,post-paid,active,25,1033.245,yes
2991,0,no,100,39,55,70,4,pre-paid,active,45,172.925,yes
2992,6,no,100,25,35,9,3,pre-paid,not-active,30,161.4,yes
2993,0,no,200,10,46,5,4,pre-paid,not-active,45,131.125,yes
2994,5,no,100,32,44,15,2,pre-paid,active,25,246.015,yes
2995,0,no,50,61,33,25,3,pre-paid,active,30,255.84,yes
2996,0,no,100,26,53,16,2,pre-paid,active,25,307.395,yes
2997,11,no,100,141,110,44,2,post-paid,active,25,780.48,yes
2998,7,no,100,171,98,42,5,pre-paid,active,55,280.71,yes
2999,3,no,100,45,56,21,3,pre-paid,active,30,332.32,yes
3000,0,no,400,40,240,12,3,pre-paid,active,30,1129.6,yes
3001,0,yes,50,19,25,9,3,pre-paid,active,30,152.68,no
3002,3,no,100,59,0,11,2,pre-paid,active,25,180.405,yes
3003,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
3004,5,no,100,48,320,18,2,pre-paid,active,25,1533.645,yes
3005,5,no,50,54,0,29,1,pre-paid,active,15,210.76,yes
3006,0,no,100,46,0,27,1,pre-paid,active,15,111.045,yes
3007,6,no,50,70,0,22,2,pre-paid,active,25,154.125,yes
3008,0,no,100,27,246,12,3,pre-paid,active,30,1062.68,yes
3009,8,no,100,109,105,37,3,pre-paid,active,30,772.16,yes
3010,2,no,400,157,0,38,3,pre-paid,active,30,540.4,yes
3011,2,no,20,71,0,19,3,pre-paid,active,30,166.64,yes
3012,1,no,50,83,0,6,2,pre-paid,active,25,251.145,yes
3013,4,no,200,42,0,11,3,pre-paid,not-active,30,74.4,yes
3014,20,no,100,213,15,26,2,pre-paid,active,25,739.485,yes
3015,0,no,50,15,444,2,3,pre-paid,active,30,1883.6,yes
3016,4,no,200,170,111,24,2,pre-paid,active,25,1185.075,yes
3017,0,no,50,74,147,20,3,pre-paid,active,30,834.16,yes
3018,0,no,100,2,0,5,2,pre-paid,not-active,25,20.565,yes
3019,0,no,100,2,0,2,2,pre-paid,not-active,25,13.14,yes
3020,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
3021,0,no,50,115,345,37,2,pre-paid,active,25,1876.635,yes
3022,2,no,100,142,0,41,3,pre-paid,active,30,447.48,yes
3023,3,no,200,63,69,31,2,pre-paid,active,25,596.745,yes
3024,18,no,100,35,0,11,2,pre-paid,not-active,25,25.65,no
3025,16,no,50,81,0,36,4,pre-paid,active,45,252.4,yes
3026,8,no,100,86,0,18,2,pre-paid,active,25,246.78,no
3027,0,no,20,10,0,8,3,pre-paid,active,30,97.2,yes
3028,4,yes,100,29,0,10,2,pre-paid,not-active,25,116.955,no
3029,4,no,100,32,0,25,3,pre-paid,not-active,30,75.2,no
3030,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
3031,0,no,50,13,0,3,3,pre-paid,active,30,50.44,yes
3032,0,no,100,85,0,16,4,pre-paid,active,45,161.25,yes
3033,0,no,200,0,0,0,3,pre-paid,not-active,30,0,no
3034,0,no,100,0,0,0,4,pre-paid,active,45,0,yes
3035,20,no,20,226,0,74,2,pre-paid,active,25,714.645,yes
3036,1,no,100,104,232,27,2,post-paid,active,25,1343.205,yes
3037,0,no,50,70,0,22,2,pre-paid,active,25,151.56,yes
3038,0,no,100,32,0,14,3,pre-paid,not-active,30,51.08,yes
3039,1,no,100,41,136,17,2,pre-paid,active,25,720.045,yes
3040,0,no,400,24,154,5,2,post-paid,active,25,734.355,yes
3041,0,no,20,27,0,62,4,pre-paid,active,45,29.375,yes
3042,6,no,100,13,0,1,2,pre-paid,not-active,25,13.185,yes
3043,0,no,200,0,0,0,4,pre-paid,not-active,45,0,yes
3044,5,no,100,20,0,7,1,pre-paid,active,15,45.375,yes
3045,0,no,20,49,0,17,3,pre-paid,active,30,114.16,yes
3046,0,no,200,14,0,8,2,pre-paid,active,25,58.005,yes
3047,11,no,20,129,46,36,1,post-paid,active,15,588.61,yes
3048,7,no,100,159,34,34,4,pre-paid,active,45,301.8,yes
3049,3,no,100,33,0,13,3,pre-paid,active,30,98.64,yes
3050,0,no,400,28,176,4,2,pre-paid,active,25,971.91,yes
3051,0,yes,20,7,0,1,2,pre-paid,active,25,48.375,no
3052,5,no,50,66,7,18,2,pre-paid,active,25,225.945,yes
3053,0,no,200,0,9,0,2,pre-paid,not-active,25,40.5,yes
3054,7,no,100,55,361,25,2,pre-paid,active,25,1732.185,yes
3055,7,no,50,61,3,36,1,pre-paid,active,15,244.42,yes
3056,0,no,100,53,4,34,1,pre-paid,active,15,150.205,yes
3057,8,no,50,77,34,29,2,pre-paid,active,25,321.165,yes
3058,1,no,100,34,287,19,3,pre-paid,active,30,1239.16,yes
3059,10,no,50,116,146,44,3,pre-paid,active,30,948.64,yes
3060,4,no,400,164,2,45,3,pre-paid,active,30,560.88,yes
3061,4,no,50,78,4,26,3,pre-paid,active,30,195.12,yes
3062,3,no,100,90,9,13,2,pre-paid,active,25,305.685,yes
3063,6,yes,200,49,10,18,3,pre-paid,not-active,30,126.88,yes
3064,22,no,100,220,56,33,3,pre-paid,active,30,833.8,yes
3065,1,no,50,22,485,9,3,pre-paid,active,30,2060.08,yes
3066,6,no,100,177,152,31,2,pre-paid,active,25,1383.615,yes
3067,0,no,50,81,188,27,3,pre-paid,active,30,1010.64,yes
3068,0,no,100,9,2,12,2,pre-paid,not-active,25,43.605,yes
3069,0,no,50,9,15,9,2,pre-paid,not-active,25,94.68,yes
3070,0,no,400,0,2,0,2,pre-paid,not-active,25,9,no
3071,0,no,20,122,386,44,2,pre-paid,active,25,2075.175,yes
3072,4,no,100,149,13,48,3,pre-paid,active,30,511.96,yes
3073,5,no,200,70,110,38,2,pre-paid,active,25,795.285,yes
3074,20,no,100,42,18,18,2,pre-paid,not-active,25,120.69,no
3075,18,no,100,88,3,43,4,pre-paid,active,45,267.7,yes
3076,10,no,100,93,28,25,2,pre-paid,active,25,386.82,no
3077,0,no,100,17,2,15,3,pre-paid,active,30,117.68,yes
3078,6,no,100,36,11,17,2,pre-paid,not-active,25,180.495,no
3079,6,yes,100,39,36,32,3,pre-paid,not-active,30,231.68,no
3080,0,no,400,0,2,0,3,pre-paid,not-active,30,8,no
3081,0,no,50,20,2,7,3,pre-paid,active,30,70.92,yes
3082,0,no,50,92,16,23,4,pre-paid,active,45,209.05,yes
3083,0,no,200,2,11,5,4,pre-paid,not-active,45,40.375,no
3084,0,no,100,0,6,0,5,pre-paid,active,55,9,yes
3085,22,no,50,233,2,81,2,pre-paid,active,25,737.685,yes
3086,3,no,200,111,273,34,2,post-paid,active,25,1541.745,yes
3087,0,no,100,77,4,29,2,pre-paid,active,25,183.6,yes
3088,0,no,100,39,40,21,3,pre-paid,not-active,30,223.56,yes
3089,3,no,100,48,177,24,2,pre-paid,active,25,918.585,yes
3090,1,no,400,31,195,12,2,post-paid,active,25,932.895,yes
3091,1,no,50,34,32,69,4,pre-paid,active,45,117.175,yes
3092,8,no,50,20,12,8,2,pre-paid,not-active,25,81.225,yes
3093,0,no,200,5,23,4,4,pre-paid,not-active,45,75.375,yes
3094,7,no,100,27,21,14,2,pre-paid,active,25,145.665,yes
3095,0,no,20,56,10,24,3,pre-paid,active,30,166.64,yes
3096,0,no,200,21,30,15,2,pre-paid,active,25,207.045,yes
3097,13,no,100,136,87,43,1,post-paid,active,15,831.215,yes
3098,9,no,100,166,75,41,4,pre-paid,active,45,412.075,yes
3099,5,no,50,40,33,20,3,pre-paid,active,30,243.08,yes
3100,0,no,400,35,217,11,3,pre-paid,active,30,1040.4,yes
3101,0,yes,50,14,2,8,2,pre-paid,active,25,71.37,no
3102,1,no,100,64,0,12,2,pre-paid,active,25,177.255,yes
3103,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
3104,3,no,100,53,343,19,2,pre-paid,active,25,1633.995,yes
3105,3,no,100,59,0,30,2,pre-paid,active,25,169.29,yes
3106,0,no,100,51,0,28,1,pre-paid,active,15,107.195,yes
3107,4,no,100,75,16,23,2,pre-paid,active,25,222.975,yes
3108,0,no,100,32,269,13,3,pre-paid,active,30,1151.88,yes
3109,6,no,100,114,128,38,3,pre-paid,active,30,861.36,yes
3110,0,no,400,162,0,39,3,pre-paid,active,30,537.6,yes
3111,0,no,20,76,0,20,3,pre-paid,active,30,163.84,yes
3112,0,no,100,88,0,7,2,pre-paid,active,25,247.995,yes
3113,2,no,200,47,0,12,3,pre-paid,not-active,30,71.6,yes
3114,18,no,100,218,38,27,3,pre-paid,active,30,746.52,yes
3115,0,no,100,20,467,3,3,pre-paid,active,30,1972.8,yes
3116,2,no,200,175,134,25,2,pre-paid,active,25,1285.425,yes
3117,0,no,50,79,170,21,3,pre-paid,active,30,923.36,yes
3118,0,no,100,7,0,6,2,pre-paid,not-active,25,17.415,yes
3119,0,no,100,7,0,3,2,pre-paid,not-active,25,9.99,yes
3120,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
3121,0,no,50,120,368,38,2,pre-paid,active,25,1976.985,yes
3122,0,no,50,147,0,42,3,pre-paid,active,30,444.68,yes
3123,1,no,200,68,92,32,2,pre-paid,active,25,697.095,yes
3124,16,yes,100,40,0,12,2,pre-paid,not-active,25,22.5,no
3125,14,no,100,86,0,37,4,pre-paid,active,45,250.65,yes
3126,6,no,100,91,10,19,2,pre-paid,active,25,288.63,no
3127,0,no,50,15,0,9,3,pre-paid,active,30,94.4,yes
3128,2,yes,100,34,0,11,2,pre-paid,not-active,25,113.805,no
3129,2,no,100,37,18,26,3,pre-paid,not-active,30,144.4,no
3130,0,no,400,0,0,0,3,pre-paid,not-active,30,0,no
3131,0,no,50,18,0,1,3,pre-paid,active,30,47.64,yes
3132,0,no,100,90,0,17,4,pre-paid,active,45,159.5,yes
3133,0,no,200,0,0,0,4,pre-paid,not-active,45,0,no
3134,0,no,100,0,0,0,5,pre-paid,active,55,0,yes
3135,18,no,50,231,0,75,2,pre-paid,active,25,711.495,yes
3136,0,no,200,109,255,28,2,post-paid,active,25,1443.555,yes
3137,0,no,100,75,0,23,2,pre-paid,active,25,148.41,yes
3138,0,no,100,37,22,15,3,pre-paid,not-active,30,136.28,yes
3139,0,no,100,46,159,18,2,pre-paid,active,25,820.395,yes
3140,0,no,400,29,177,6,2,post-paid,active,25,834.705,yes
3141,0,no,100,32,14,63,4,pre-paid,active,45,62.625,yes
3142,4,no,50,18,0,2,2,pre-paid,not-active,25,10.035,yes
3143,0,no,200,0,5,0,4,pre-paid,not-active,45,12.5,yes
3144,3,no,100,25,3,8,2,pre-paid,active,25,47.475,yes
3145,0,no,20,54,0,18,3,pre-paid,active,30,111.36,yes
3146,0,no,100,19,12,9,2,pre-paid,active,25,108.855,yes
3147,9,no,50,134,69,37,1,post-paid,active,15,711.205,yes
3148,5,no,100,164,57,35,4,pre-paid,active,45,357.525,yes
3149,1,no,100,38,15,14,3,pre-paid,active,30,155.8,yes
3150,0,no,400,33,199,5,3,pre-paid,active,30,953.12,yes
